,selpT0,selpT1,selpT2,selpT3,selEta0,selEta1,selEta2,selEta3,selPhi0,selPhi1,selPhi2,selPhi3,selCharge0,selCharge1,selCharge2,selCharge3,dPhi0,dPhi1,dRA0,dRA1,event,invMassA0,invMassA1,Predict
1,17.925901412963867,29.1144962310791,52.774635314941406,12.074003219604492,0.5448795557022095,0.107523113489151,1.185313105583191,1.101176142692566,-0.47694897651672363,-0.1493491232395172,2.922175168991089,-2.049715280532837,1.0,-1.0,1.0,-1.0,-0.3275998532772064,4.971890449523926,0.5464451678004953,4.9726023036828195,0.0,12.527728169685568,30.852968603696507,1.0
4,48.489105224609375,19.829570770263672,42.60654830932617,14.844883918762207,1.236118197441101,1.2474581003189087,1.7907671928405762,1.5187387466430664,-1.904214859008789,-0.9412668943405151,1.2595096826553345,-1.701411485671997,-1.0,1.0,1.0,-1.0,-0.9629479646682739,2.960921287536621,0.9630147330420493,2.973391051733383,1.0,28.721227408941637,50.56145336644892,1.0
16,36.92622756958008,9.709846496582031,22.577280044555664,32.486793518066406,-0.41365063190460205,-0.14096187055110931,0.21011416614055634,1.6424590349197388,1.9407044649124146,-0.7459713220596313,2.7533199787139893,2.950660228729248,-1.0,1.0,-1.0,1.0,2.686675786972046,-0.1973402500152588,2.7004788347149855,1.445875210886386,5.0,37.25705976508941,42.529704902285204,1.0
20,82.8909683227539,15.02855396270752,35.394813537597656,68.36674499511719,-1.462274432182312,-1.136986255645752,-0.6707116961479187,-0.7881735563278198,-1.3724229335784912,-2.462993860244751,-1.392508864402771,-0.8163140416145325,1.0,-1.0,1.0,-1.0,1.0905709266662598,-0.5761948227882385,1.1380497985080376,0.5880457145536325,6.0,38.38540640494628,28.545180199836214,1.0
26,54.874454498291016,17.129844665527344,41.4716682434082,13.562725067138672,0.5284178256988525,0.16412566602230072,0.1920824646949768,0.0011222644243389368,2.657944440841675,2.7694497108459473,0.2554665803909302,-1.0072169303894043,1.0,-1.0,-1.0,1.0,-0.11150527000427246,1.2626835107803345,0.380975316764459,1.277041677417575,8.0,11.73907664151625,28.36126433223044,1.0
29,53.41115188598633,9.910836219787598,23.37999725341797,33.6545295715332,-1.612729549407959,-2.3190994262695312,-1.145872712135315,-0.8243816494941711,-2.573030471801758,-1.3440228700637817,-0.2152763456106186,0.07407823950052261,1.0,-1.0,1.0,-1.0,-1.229007601737976,-0.2893545925617218,1.4175394485047548,0.43253044239069677,9.0,31.2912299922639,12.142861137207438,1.0
32,57.10709762573242,25.653953552246094,46.612037658691406,20.451120376586914,0.451581209897995,1.0942305326461792,0.05001446232199669,0.5682238340377808,-2.0935592651367188,-0.8962811231613159,-0.006279859226197004,-0.7856782674789429,1.0,-1.0,-1.0,1.0,-1.1972781419754028,0.7793983817100525,1.3588499045059719,0.9359502216320278,10.0,49.870389754998676,28.497709393590174,1.0
41,77.82313537597656,13.80898666381836,26.705062866210938,12.116272926330566,-1.098083257675171,0.03521569073200226,-1.3615140914916992,-0.8297647833824158,-2.960259437561035,2.504997968673706,0.399798721075058,-1.7456598281860352,1.0,-1.0,-1.0,1.0,-5.46525764465332,2.145458459854126,5.581523782107103,2.210373120003575,13.0,47.05540393365967,33.053709099473636,1.0
45,38.82889175415039,24.399824142456055,18.862140655517578,16.784669876098633,-0.22388125956058502,0.3532586991786957,0.005385827273130417,-1.9527709484100342,-1.2634422779083252,-1.9324827194213867,0.5975216627120972,1.018649697303772,1.0,-1.0,-1.0,1.0,0.6690404415130615,-0.4211280345916748,0.8835754985023534,2.0029295966995946,15.0,27.072638054974227,41.35555161229198,1.0
50,40.990936279296875,25.612754821777344,40.668697357177734,10.560066223144531,1.8332990407943726,1.6858617067337036,1.1439509391784668,1.1266623735427856,1.2300132513046265,-0.2398284673690796,-2.0650086402893066,3.008671283721924,1.0,-1.0,-1.0,1.0,1.469841718673706,-5.0736799240112305,1.4772178056835734,5.073709379321636,16.0,43.71524293132957,23.567793296101854,1.0
59,64.39369201660156,14.853833198547363,32.712440490722656,12.216841697692871,0.5668823719024658,1.5048426389694214,0.7842491865158081,-0.15372225642204285,2.1076653003692627,2.598447322845459,-0.9882096648216248,-2.6433770656585693,1.0,-1.0,-1.0,1.0,-0.4907820224761963,1.6551673412322998,1.058601179000921,1.9024640367576913,19.0,33.62774162499323,35.28157809687902,1.0
64,78.19673156738281,24.915021896362305,36.58464813232422,18.206071853637695,-1.6177915334701538,-1.4213802814483643,-0.08699620515108109,-0.5979073643684387,-2.4556422233581543,2.8647735118865967,-2.5158073902130127,-2.310962677001953,-1.0,1.0,1.0,-1.0,-5.320415496826172,-0.20484471321105957,5.324039672916501,0.5504467065543357,21.0,41.78576666412028,14.336276428957326,1.0
71,16.533855438232422,30.51375961303711,52.010841369628906,19.513988494873047,-1.1427890062332153,-0.0654662474989891,0.5428062081336975,-0.03702513501048088,2.2354185581207275,1.7884039878845215,-0.20328275859355927,-0.38557150959968567,-1.0,1.0,1.0,-1.0,0.44701457023620605,0.1822887510061264,1.1663817009124349,0.6078104941806752,23.0,27.268326269496807,19.609366959671412,1.0
80,43.260223388671875,18.853370666503906,33.67751693725586,15.608888626098633,-1.3845614194869995,-2.2266876697540283,-0.7961897850036621,-1.6951308250427246,1.6714484691619873,2.6809892654418945,-1.038552165031433,-1.1631921529769897,1.0,-1.0,-1.0,1.0,-1.0095407962799072,0.12463998794555664,1.314666969518241,0.9075406988458313,26.0,37.09988806827582,21.501943657545937,1.0
83,37.21846389770508,44.42567825317383,58.233489990234375,16.75771713256836,-0.7958679795265198,-0.22835396230220795,-1.8583909273147583,-0.9890506863594055,-1.9608426094055176,-2.061941623687744,-2.2152018547058105,3.0964086055755615,-1.0,1.0,-1.0,1.0,0.10109901428222656,-5.311610221862793,0.5764487431868326,5.382281635472229,27.0,23.745831830723166,40.44865812435943,1.0
95,44.97468185424805,50.85051345825195,47.997013092041016,62.168888092041016,-2.0839879512786865,-1.7300432920455933,-0.9987597465515137,-0.8382822871208191,-0.008407745510339737,-0.9414945840835571,-0.4844069480895996,-0.46153825521469116,-1.0,1.0,1.0,-1.0,0.9330868124961853,-0.022868692874908447,0.9979618336659583,0.1620987109730892,31.0,46.26377558781965,8.864002129765163,1.0
96,106.3728256225586,65.47183227539062,31.511198043823242,14.992795944213867,-0.30937516689300537,-0.47959280014038086,-0.6064425706863403,-2.242018699645996,-0.09682922065258026,0.26418161392211914,-0.08623555302619934,0.31113168597221375,-1.0,1.0,-1.0,1.0,-0.3610108494758606,-0.3973672389984131,0.3991276438780212,1.6831547748950109,32.0,33.16814267632668,40.565423289867574,1.0
103,58.934444427490234,14.364739418029785,37.43007278442383,11.717164993286133,0.01423557661473751,-0.6234129071235657,-0.472507119178772,-0.452890545129776,1.183490514755249,2.110578775405884,-1.1403329372406006,-2.7964205741882324,-1.0,1.0,1.0,-1.0,-0.9270882606506348,1.6560876369476318,1.125205850375963,1.6562038133116983,34.0,32.14061568123386,30.855143948535424,1.0
106,108.13572692871094,22.649490356445312,31.057912826538086,32.861724853515625,-1.6737890243530273,-1.8683586120605469,-0.6966208219528198,-1.0194590091705322,-2.789412021636963,-2.2570009231567383,-2.0379574298858643,2.492804527282715,-1.0,1.0,-1.0,1.0,-0.5324110984802246,-4.53076171875,0.5668499821342448,4.5422490296346005,35.0,27.767390144849628,50.17212456578988,1.0
110,59.3648567199707,17.469133377075195,34.864742279052734,17.0472354888916,-0.9757501482963562,-0.29386213421821594,-0.2017149031162262,-0.5904805064201355,0.7436255812644958,2.184159278869629,-1.5619486570358276,0.2863771617412567,1.0,-1.0,-1.0,1.0,-1.4405336380004883,-1.8483258485794067,1.593771748184369,1.8887686827240218,36.0,48.01943044873277,40.066696380249,1.0
120,49.040382385253906,39.9659538269043,19.19801139831543,11.361342430114746,-0.6942287087440491,-1.103570818901062,-2.1531593799591064,-0.011945470236241817,-0.9561411142349243,-0.14896473288536072,1.1665247678756714,3.1036436557769775,1.0,-1.0,1.0,-1.0,-0.8071763515472412,-1.9371188879013062,0.90503846638964,2.8874255878296156,40.0,39.270197100100994,45.14410505999008,1.0
129,225.7359619140625,55.937461853027344,15.975889205932617,8.929811477661133,-0.47629186511039734,-0.6711637377738953,-1.0582795143127441,-1.924643874168396,-2.2018401622772217,-2.1496949195861816,-1.3400758504867554,-0.7402798533439636,1.0,-1.0,1.0,-1.0,-0.05214524269104004,-0.5997959971427917,0.2017279680428225,1.0537278786368942,43.0,22.701604758036964,12.79650631304113,1.0
140,21.749422073364258,25.132644653320312,37.73958206176758,9.643760681152344,0.08484578132629395,0.7398133277893066,-0.2561852037906647,-1.8970597982406616,1.2384504079818726,1.0266629457473755,-2.008554220199585,3.0753283500671387,-1.0,1.0,-1.0,1.0,0.21178746223449707,-5.0838823318481445,0.6883577675013969,5.342127768651076,46.0,16.353004449454687,41.03872438000101,1.0
142,74.98876190185547,23.70076560974121,32.67462158203125,18.19256591796875,1.4429326057434082,1.6169309616088867,1.2197920083999634,1.3217462301254272,-1.9463844299316406,-1.24918794631958,2.0910253524780273,-3.027521848678589,-1.0,1.0,1.0,-1.0,-0.6971964836120605,5.118547439575195,0.7185807989397657,5.119562730791511,47.0,29.722428180593845,26.9323594453367,1.0
151,50.7408561706543,12.093119621276855,32.90578842163086,10.869820594787598,1.4341660737991333,1.9591095447540283,0.46042001247406006,0.4966333210468292,-1.8561515808105469,0.15190501511096954,1.784085988998413,0.8985946178436279,-1.0,1.0,1.0,-1.0,-2.008056640625,0.8854913711547852,2.0755377904669268,0.8862315567092881,50.0,43.81692167925647,16.219471527946293,1.0
167,70.14693450927734,8.441068649291992,37.43110275268555,8.206609725952148,0.8646119832992554,0.8079091906547546,-0.47536739706993103,-0.3003480136394501,3.114654541015625,-1.030409336090088,-2.368778944015503,0.1783500760793686,1.0,-1.0,-1.0,1.0,4.145063877105713,-2.547128915786743,4.145451694566026,2.5531348374524474,55.0,42.69091133933804,33.656624830352605,1.0
176,54.184383392333984,15.975089073181152,41.491031646728516,8.967751502990723,-0.7403355836868286,0.26865705847740173,-0.9515280723571777,0.6844947934150696,2.3034000396728516,-2.8437933921813965,-1.549768328666687,-1.835862159729004,1.0,-1.0,-1.0,1.0,5.147193431854248,0.2860938310623169,5.245156474024937,1.6608492714489267,58.0,44.27806822442131,35.62411097774354,1.0
178,50.437232971191406,18.752838134765625,40.75395584106445,10.875272750854492,-0.04853805527091026,-0.298890084028244,0.3266771733760834,-0.4481813907623291,2.675030469894409,1.080295205116272,-0.9105813503265381,-0.6867842674255371,-1.0,1.0,1.0,-1.0,1.5947352647781372,-0.22379708290100098,1.6142666140277573,0.8065302070715084,59.0,44.68282734830998,17.37226295285476,1.0
180,132.77186584472656,36.09086227416992,34.042823791503906,11.304045677185059,1.455405831336975,1.3082029819488525,1.5023547410964966,0.7619078159332275,0.20947395265102386,0.11901082843542099,1.8458296060562134,-0.16184253990650177,-1.0,1.0,-1.0,1.0,0.09046312421560287,2.007672071456909,0.17277805332515436,2.139861863647235,60.0,11.966960986464509,36.27792595022345,1.0
192,139.63990783691406,125.14212036132812,50.071109771728516,49.87413787841797,-0.6105143427848816,-0.4093289077281952,-0.028527818620204926,-0.639914870262146,1.769707202911377,1.6555203199386597,0.968255341053009,1.3147447109222412,-1.0,1.0,-1.0,1.0,0.11418688297271729,-0.3464893698692322,0.2313314149050518,0.7027439346440029,64.0,30.615223578775797,35.492535170251024,1.0
214,61.184844970703125,28.87357521057129,44.347042083740234,12.455424308776855,0.22280865907669067,0.21894687414169312,0.4845164716243744,0.543999195098877,1.0224227905273438,0.7051233649253845,-3.013561248779297,1.7739174365997314,-1.0,1.0,1.0,-1.0,0.31729942560195923,-4.787478446960449,0.3173229252200626,4.7878479585825175,71.0,13.281611804730991,31.996911214623676,1.0
219,39.32768249511719,38.71196365356445,26.031930923461914,12.848180770874023,1.3550715446472168,1.1497548818588257,0.22473427653312683,0.31828543543815613,0.8121739625930786,1.0418397188186646,-1.3963451385498047,-2.3743486404418945,1.0,-1.0,-1.0,1.0,-0.22966575622558594,0.9780035018920898,0.3080605323653651,0.9824676427474164,73.0,12.01483221502211,17.266731926683867,1.0
250,59.965023040771484,26.91757583618164,54.27470397949219,9.809187889099121,-2.375229835510254,-1.741464376449585,-1.5707974433898926,-1.8106893301010132,-1.1014139652252197,0.05786847695708275,-2.2944326400756836,-1.6053688526153564,-1.0,1.0,1.0,-1.0,-1.1592824459075928,-0.6890637874603271,1.3212094635173754,0.7296280014493632,83.0,51.061335481176144,16.54461111069984,1.0
256,58.39141845703125,24.912940979003906,33.74972915649414,10.62552547454834,-0.3090701997280121,0.18881598114967346,-0.6676414608955383,-0.9465082883834839,0.656542956829071,1.5943033695220947,-2.4313817024230957,1.8558638095855713,-1.0,1.0,1.0,-1.0,-0.9377604126930237,-4.287245750427246,1.0617368980699302,4.296305719106785,85.0,39.450383898258515,32.26613414746319,1.0
259,49.236358642578125,11.005123138427734,43.69413375854492,9.317643165588379,-0.07321222126483917,-0.43608981370925903,0.481106162071228,-0.4865281581878662,-0.3135456442832947,0.8976848125457764,-2.868964672088623,1.6495368480682373,-1.0,1.0,1.0,-1.0,-1.2112305164337158,-4.518501281738281,1.2644206269486193,4.6209490378940306,86.0,27.83022172868932,37.18905222288786,1.0
268,28.820192337036133,28.862306594848633,38.69618225097656,17.10573959350586,1.1312119960784912,0.36325427889823914,1.2486106157302856,1.8240605592727661,2.024461507797241,1.4666532278060913,-1.707784652709961,0.3619653284549713,1.0,-1.0,1.0,-1.0,0.5578082799911499,-2.0697500705718994,0.9491623079481945,2.1482569660437334,89.0,27.70088104682009,46.71867891228632,1.0
270,51.174461364746094,28.905675888061523,22.98973274230957,22.401865005493164,-0.32812100648880005,-0.05703258141875267,0.4602353572845459,-0.9435557126998901,0.403547078371048,1.4326584339141846,2.543382406234741,-2.9032578468322754,-1.0,1.0,1.0,-1.0,-1.029111385345459,5.4466400146484375,1.0642176354650594,5.624634816353643,90.0,39.274836512419206,39.15077750830474,1.0
279,46.31905746459961,45.17045211791992,37.27302551269531,21.42991065979004,0.49467676877975464,0.260873943567276,0.4826970100402832,0.8197686672210693,2.3552024364471436,2.857633113861084,-1.558074951171875,-2.109154224395752,-1.0,1.0,1.0,-1.0,-0.5024306774139404,0.551079273223877,0.5541663528977269,0.6459920026219813,93.0,25.14032657616109,18.113851400477078,1.0
287,46.45319747924805,21.11942481994629,41.90009307861328,16.134258270263672,-0.8046571016311646,-1.203068733215332,0.5675147771835327,0.21671520173549652,2.9186456203460693,2.173790454864502,-2.682495355606079,1.662327527999878,1.0,-1.0,-1.0,1.0,0.7448551654815674,-4.344822883605957,0.8447135879847865,4.358961599003353,95.0,26.02683747657434,43.84012531167911,1.0
289,47.42966842651367,18.2364501953125,31.300254821777344,12.543272018432617,1.881111741065979,2.1175246238708496,1.0238717794418335,0.7791863679885864,0.17001987993717194,1.6337089538574219,-2.592968463897705,-1.2414964437484741,-1.0,1.0,1.0,-1.0,-1.4636890888214111,-1.351472020149231,1.4826586929873518,1.3734436908094514,96.0,39.91911214146091,25.258643424415556,1.0
