,selpT0,selpT1,selpT2,selpT3,selEta0,selEta1,selEta2,selEta3,selPhi0,selPhi1,selPhi2,selPhi3,selCharge0,selCharge1,selCharge2,selCharge3,dPhi0,dPhi1,dRA0,dRA1,event,invMassA0,invMassA1,Predict
60,68.22706604003906,48.8242301940918,24.914348602294922,13.350051879882812,1.3571807146072388,0.8501607179641724,1.6801451444625854,0.15851110219955444,-0.6969044208526611,-2.4057259559631348,2.3167178630828857,-0.06508778035640717,1.0,-1.0,1.0,-1.0,1.7088215351104736,2.381805658340454,1.7824534540495722,2.8263702047094346,20.0,91.94425754062982,45.586637134957286,0.0
65,20.21635627746582,42.90033721923828,53.23212432861328,9.376009941101074,0.8351292610168457,0.768578827381134,1.2308409214019775,0.6558218598365784,-1.499815821647644,-3.124732732772827,0.9079208970069885,-1.6340237855911255,-1.0,1.0,-1.0,1.0,1.624916911125183,2.541944742202759,1.626279166772331,2.6061715203677216,21.0,42.80479062492109,44.63061099807404,0.0
68,10.103979110717773,50.61323547363281,10.4560546875,63.30781555175781,0.08457917720079422,-0.5829324722290039,0.033325448632240295,-0.5990552306175232,-2.640195369720459,1.6497273445129395,-2.345146656036377,-0.05595274642109871,-1.0,1.0,1.0,-1.0,-4.289922714233398,-2.289193868637085,4.341544504698004,2.374934498643616,22.0,40.97067470927515,49.68823475361801,0.0
71,9.423053741455078,25.697782516479492,12.839529037475586,55.28705978393555,0.49258720874786377,0.4711214601993561,0.8103312253952026,0.9501418471336365,3.12892746925354,2.3239214420318604,2.3366286754608154,0.5040714740753174,-1.0,1.0,1.0,-1.0,0.8050060272216797,1.832557201385498,0.8052921719624372,1.837882723761431,23.0,12.195938066178991,42.43837299523558,0.0
74,9.816024780273438,33.78915023803711,76.15247344970703,8.685750961303711,-1.6117748022079468,-1.5590448379516602,-1.9919356107711792,-1.451198935508728,0.7441689372062683,2.234738349914551,-1.864787220954895,1.285186529159546,-1.0,1.0,-1.0,1.0,-1.4905693531036377,-3.1499738693237305,1.4915017417161356,3.1960493627909132,24.0,24.72066324825474,53.32805019538316,0.0
76,14.512116432189941,28.822784423828125,21.07298469543457,29.444610595703125,1.548173189163208,1.0876989364624023,1.5489778518676758,0.576452374458313,2.9278767108917236,-2.2736282348632812,-3.106050491333008,-0.39591434597969055,1.0,-1.0,-1.0,1.0,5.201504707336426,-2.7101361751556396,5.221847159563689,2.879347824090995,25.0,23.103560262709095,54.79794254926282,0.0
80,59.9171028137207,9.592738151550293,22.285032272338867,24.050626754760742,1.7081329822540283,1.8189400434494019,1.7681708335876465,1.4929612874984741,1.61903715133667,1.686055302619934,-1.0239566564559937,1.9308632612228394,1.0,-1.0,1.0,-1.0,-0.06701815128326416,-2.954819917678833,0.1294976347744689,2.9676086399945247,26.0,3.105625542624241,46.54121555238843,0.0
83,62.698123931884766,11.64686107635498,13.634576797485352,26.139488220214844,-0.369062602519989,-0.05733732879161835,-0.156117245554924,-1.3090027570724487,2.445613384246826,-0.8798543810844421,-0.7022203803062439,-0.878162145614624,1.0,-1.0,1.0,-1.0,3.325467824935913,0.17594176530838013,3.3400462409486016,1.166233514577099,27.0,54.47807767101647,23.228477326875968,0.0
84,51.98714828491211,34.30170440673828,18.232885360717773,9.984135627746582,0.6124110817909241,1.4034473896026611,-0.4164736866950989,0.819650411605835,2.5237832069396973,-0.3439886271953583,1.8573135137557983,-2.463820219039917,-1.0,1.0,1.0,-1.0,2.867771863937378,4.321133613586426,2.974870401188477,4.494463076442981,28.0,90.41780796227927,28.606822125360907,0.0
87,42.00025177001953,26.217653274536133,14.458606719970703,8.048055648803711,0.0646754577755928,1.0789587497711182,0.03152716904878616,-0.08901700377464294,0.8898890614509583,-0.8416761159896851,2.239131450653076,2.004178047180176,-1.0,1.0,1.0,-1.0,1.731565237045288,0.2349534034729004,2.006760768422331,0.26407195876348605,29.0,61.54813558530578,2.843776282114086,0.0
91,9.788134574890137,29.216291427612305,13.322505950927734,42.4569206237793,0.2511211335659027,1.0963565111160278,0.632537841796875,0.7862062454223633,-3.0372960567474365,-0.8115156292915344,-3.065190076828003,2.170828342437744,1.0,-1.0,-1.0,1.0,-2.225780487060547,-5.236018180847168,2.3808657185279967,5.238272651211933,30.0,33.72102292087014,24.062125411748394,0.0
95,13.03485107421875,30.516178131103516,25.595102310180664,10.403806686401367,-1.3254433870315552,-0.0690162405371666,0.4979565441608429,0.7627230882644653,-1.5898120403289795,1.978511929512024,-0.05241182819008827,-0.06780052930116653,1.0,-1.0,-1.0,1.0,-3.568324089050293,0.015388701111078262,3.7830604059559114,0.26521337635658865,31.0,47.273236269131104,4.340436406329464,0.0
98,12.244562149047852,29.012109756469727,13.84776782989502,61.44818878173828,-0.42711713910102844,1.4032628536224365,0.0019943846855312586,0.5476554036140442,-2.723041296005249,-0.20113085210323334,0.41985800862312317,-2.42584228515625,-1.0,1.0,1.0,-1.0,-2.5219104290008545,2.845700263977051,3.1161391208619804,2.8975430893190306,32.0,53.392053200962735,59.91185435265984,0.0
99,55.73203659057617,29.244407653808594,13.31941032409668,9.118127822875977,-0.22163891792297363,-0.1426190882921219,0.5202529430389404,0.7366960048675537,0.013293656520545483,-1.9061683416366577,0.6254897117614746,0.2302076518535614,1.0,-1.0,-1.0,1.0,1.919461965560913,0.3952820599079132,1.9210878092137935,0.45066118747767486,33.0,66.208309954551,4.943885230972696,0.0
