,selpT0,selpT1,selpT2,selpT3,selEta0,selEta1,selEta2,selEta3,selPhi0,selPhi1,selPhi2,selPhi3,selCharge0,selCharge1,selCharge2,selCharge3,dPhi0,dPhi1,dRA0,dRA1,event,invMassA0,invMassA1,Predict
3,47.404869079589844,40.82400894165039,29.812440872192383,23.158815383911133,1.447933554649353,1.5707921981811523,0.9859268069267273,0.15436170995235443,-1.5765950679779053,-1.6930272579193115,-0.7491852045059204,-1.4836912155151367,-1.0,1.0,-1.0,1.0,0.11643218994140625,0.7345060110092163,0.16926517995448867,1.109504198248974,1.0,7.44672619807765,29.35325516993065,1.0
4,47.404869079589844,23.158815383911133,29.812440872192383,40.82400894165039,1.447933554649353,0.15436170995235443,0.9859268069267273,1.5707921981811523,-1.5765950679779053,-1.4836912155151367,-0.7491852045059204,-1.6930272579193115,-1.0,1.0,-1.0,1.0,-0.09290385246276855,0.9438420534133911,1.296903699063186,1.1103627099640903,1.0,46.01526661614113,37.873368920192775,1.0
5,29.812440872192383,40.82400894165039,47.404869079589844,23.158815383911133,0.9859268069267273,1.5707921981811523,1.447933554649353,0.15436170995235443,-0.7491852045059204,-1.6930272579193115,-1.5765950679779053,-1.4836912155151367,-1.0,1.0,-1.0,1.0,0.9438420534133911,-0.09290385246276855,1.1103627099640903,1.296903699063186,1.0,37.873368920192775,46.01526661614113,1.0
16,21.31853675842285,24.263118743896484,66.40422058105469,9.526715278625488,-0.22620044648647308,0.9225364327430725,-0.19424085319042206,-0.4303063452243805,-0.32306504249572754,-0.7696915864944458,2.8614678382873535,-0.23984815180301666,1.0,-1.0,1.0,-1.0,0.44662654399871826,3.101315975189209,1.2325062209989839,3.1102873974108936,5.0,29.368049611504954,50.64432814731414,1.0
20,61.38654708862305,8.469442367553711,31.516559600830078,8.219794273376465,0.4724591076374054,0.5180292129516602,-0.1707465946674347,-1.2824681997299194,1.5276317596435547,-1.7728904485702515,-1.456020712852478,-0.03267829865217209,1.0,-1.0,-1.0,1.0,3.3005223274230957,-1.4233424663543701,3.3008369042284897,1.8060533685232618,6.0,45.47102980531663,28.2230526236553,1.0
33,36.806724548339844,25.23346710205078,24.875947952270508,13.08564567565918,0.2759377658367157,-0.9350216388702393,-1.6464757919311523,-0.12532079219818115,0.9587399959564209,1.6502093076705933,-2.68684458732605,-1.7607654333114624,-1.0,1.0,1.0,-1.0,-0.6914693117141724,-0.9260791540145874,1.394472144242939,1.780880437512016,11.0,44.31023309840351,34.204076305331235,1.0
36,68.73837280273438,47.387901306152344,46.93238067626953,9.974139213562012,1.7212268114089966,2.0478341579437256,1.563705563545227,0.8181363344192505,-2.2605104446411133,-2.2456109523773193,0.6389289498329163,-1.7839585542678833,-1.0,1.0,1.0,-1.0,-0.014899492263793945,2.4228875637054443,0.3269470196838861,2.5350064342675753,12.0,18.74284120455338,43.74201540653348,1.0
56,50.29804229736328,21.564517974853516,33.09884262084961,9.231729507446289,-0.6492704749107361,-0.6089309453964233,0.8375948667526245,1.9534187316894531,2.264103412628174,3.1259000301361084,-2.2600114345550537,-0.22216546535491943,1.0,-1.0,-1.0,1.0,-0.8617966175079346,-2.037846088409424,0.8627402202224916,2.323333720671258,18.0,27.544338475068123,36.164439374793005,1.0
62,40.23031997680664,11.65298080444336,17.27280616760254,34.78561019897461,-0.554067850112915,-0.5935797095298767,-2.1137516498565674,-1.3175134658813477,-0.589701235294342,1.0731083154678345,-2.9115025997161865,-2.9252734184265137,1.0,-1.0,1.0,-1.0,-1.6628096103668213,0.013770818710327148,1.6632789866293765,0.7963572571830488,20.0,32.00763766856031,20.040030410174353,1.0
73,74.31355285644531,18.015350341796875,32.37933349609375,17.25201416015625,-1.8949010372161865,-1.8705482482910156,-1.3214085102081299,-1.4437519311904907,-0.24190810322761536,-1.719992756843567,-1.6099450588226318,-3.0534908771514893,-1.0,1.0,1.0,-1.0,1.478084683418274,1.4435458183288574,1.478285286974112,1.4487209677064792,24.0,49.299869489849115,31.36568084354113,1.0
75,75.37102508544922,24.60934066772461,13.780214309692383,13.302294731140137,1.5627158880233765,1.4708945751190186,0.3613198399543762,1.645918369293213,0.44414186477661133,-0.4850328862667084,2.0020670890808105,0.5330389142036438,-1.0,1.0,-1.0,1.0,0.9291747808456421,1.4690282344818115,0.9337006623447511,1.9514705963504375,25.0,38.79557191315526,25.996548608997784,1.0
86,131.2285919189453,9.798354148864746,61.01654815673828,9.475940704345703,0.6967505216598511,0.13760177791118622,-0.23903800547122955,0.3447580933570862,1.3124269247055054,1.5171277523040771,1.294567584991455,1.5749694108963013,1.0,-1.0,-1.0,1.0,-0.20470082759857178,-0.2804018259048462,0.5954407861335327,0.6476442322598519,28.0,21.593616495040255,15.744241206845272,1.0
102,39.913265228271484,36.49102783203125,16.16698455810547,8.02319622039795,0.2822408676147461,1.2280778884887695,1.1727524995803833,-0.8928651213645935,-1.9172109365463257,-1.4075510501861572,-1.2743878364562988,1.1825512647628784,1.0,-1.0,1.0,-1.0,-0.5096598863601685,-2.456939220428467,1.0744118715932487,3.2098794747773978,34.0,42.11010938746948,35.22553568387156,1.0
